ENT,MUN,LOC,TIPOLOC,OTROTIPO_C,DIS_TRANS,AUTO,MICRO,CAMION,TAXI,BICI,BARCO,AUTOCAB,MICROCAB,CAMIONCAB,TAXICAB,BICICAB,BARCOCAB,TRANSPRIN,FRECUENCIA,TIEMPO,ABASTECIM,AGUACOB,AGUAFUEN,AGUAOFUEN_C,DRENAJE,DRENAJECOB,DDRENAJE,ODDRENAJE_C,LIMCALLE,RECBASURA,DESBASURA,ODESBASURA_C,ALUMBRADO,ENFUENTE,ENOFUENTE_C,ALUMBCOB,MANZANA,RECUBCOB,BANQUETAS,PLAZA,CANCHA,PARQUE,BIBLIOTECA,CULTURA,SALON,FRIJOL,MAIZ,TORTILLA,PAN,ARROZ,LECHE,HUEVO,CARNE,POLLO,PESCADO,FRUTA,TIANGUIS,ABARROTE,DICONSA,LICONSA,FARMACIA,PAPELERIA,FERRETERIA,ROPA,LOZA,MUEBLE,MATERIAL,GAS,GOB_EDO,GOB_MUN,ORG_NG,OTRO_CC,OTRO_CD_C,CLINICA,MEDICO,PARTERA,BRIGADA,PROMOTOR,CURANDERO,TELEFONO,INTERNET,SENALCEL,TELEVISIONA,TELEVISIONP,DINERO,LTRABAJO,ACTAGR_V,ACTAGR_CF,ACTAGR_NO,ACTPEC_V,ACTPEC_CF,ACTPEC_NO,ACTMIN_V,ACTMIN_CF,ACTMIN_NO,ACTFOR_V,ACTFOR_CF,ACTFOR_NO,ACTREC_V,ACTREC_CF,ACTREC_NO,ACTPES_V,ACTPES_CF,ACTPES_NO,ACTART_V,ACTART_CF,ACTART_NO,OTRAACT_V,OTRAACT_CF,OTRAACT_NO,OTRAACT_C,ACT_PRIN,OACT_PRIN_C,PRODUCTO_C1,PRODUCTO_C2,PRODUCTO_C3,AUTMUN,OTRAMUN_C,CEJIDAL,INDIGENA,TRADICIONAL,POLICIA,CONFLICTO1,CONFLICTO2,CONFLICTO3,CONFLICTO4,CONFLICTO5,OCONF,OCONF_D_C,SEQUIA,HELADA,INUNDACION,INCENDIO,TEMBLOR,CICLON,OTRO_DANO,OTRO_DANO_DES_C,AIRE,MOTOR,BASURERO,RUIDO,AGUA,A_NEGRA,RIOS,PESTICIDAS,TERRENOS,PLAGAS,OCONT,OCONT_D_C,HABLALI,USOESC,USOIGL,USOFEST,USOCOMP,USOFAM,USOHOG,PROBLEMA,PROBLEMA_O_C,POBTOT,TAMLOC,LOC_LENGUA40PC
20,242,0048,02,,3,,,,,,,,,,,,,,,,1,2,1,,3,,,,1,3,7,,1,1,,3,3,,,2,4,6,8,2,4,2,4,5,8,2,4,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,1,,02,,,,06,,,09,,02,,,05,,,,09,,,03,,,06,,1,,111096,111066,,5,998,2,3,5,8,2,4,6,8,2,4,,1,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,1,4,6,,1,1,3,5,7,1,3,01,,35,1,1
20,242,0049,03,,3,,,,,,,,,,,,,,,,2,1,3,,3,,,,2,4,,,3,,,,1,9,9,2,3,6,8,2,4,1,3,6,8,2,4,6,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,7,1,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,5,111,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,3,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,50,1,1
20,242,0050,02,,3,,,,,,,,,,,,,,,,1,2,5,,3,,,,2,4,,,3,,,,3,,,2,3,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,3,5,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,7,1,4,2,4,6,8,1,4,3,,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,3,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,349,3,1
20,242,0051,02,,3,,,,,,,,,,,,,,,,1,2,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,3,6,8,2,3,6,8,2,4,6,2,4,5,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,2,4,6,8,1,4,3,,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,3,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,206,2,1
20,242,0052,02,,3,,,,,,,,,,,,,,,,1,1,1,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,3,6,8,1,3,5,8,2,4,6,2,3,5,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,2,4,6,8,1,4,3,,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,3,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,109,2,1
20,242,0053,99,,9,,,,,,,,,,,,,,,,9,,,,9,,,,9,9,,,9,,,,9,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,,,99,,,99,,,99,,,99,,,99,,,99,,,99,,,99,,,,,,,9,,9,9,9,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,,9,,,,,,,99,,47,1,1
20,242,0054,02,,3,,,,,,,,,,,,,,,,1,2,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,3,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,3,,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,3,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,154,2,1
20,242,0055,02,,3,,,,,,,,,,,,,,,,2,2,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,3,,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,3,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,2,1,1
20,242,0056,02,,3,,,,,,,,,,,,,,,,2,1,1,,3,,,,1,4,7,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,1,,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,111066,,3,,2,3,5,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,91,1,1
20,242,0058,02,,3,,,,,,,,,,,,,,,,2,1,5,,3,,,,1,4,7,,3,,,,3,,,2,4,6,8,2,4,1,4,6,8,1,3,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,1,,02,,,,06,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111096,111066,,3,,2,3,5,8,2,4,6,8,2,4,,1,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,36,1,1
20,242,0059,02,,3,,,,,,,,,,,,,,,,2,1,5,,3,,,,1,4,7,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,8,2,4,1,,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,3,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,43,1,1
20,242,0060,99,,9,,,,,,,,,,,,,,,,9,,,,9,,,,9,9,,,9,,,,9,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,,,99,,,99,,,99,,,99,,,99,,,99,,,99,,,99,,,,,,,9,,9,9,9,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,,9,,,,,,,99,,28,1,1
20,243,0002,01,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,1,1,,1,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,3,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,12,,3,1,3
20,243,0003,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,2,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,5,8,2,4,6,8,2,4,6,,1,2,4,6,8,1,3,03,,14,1,1
20,243,0004,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,3,7,,1,1,,1,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,3,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,12,,15,1,3
20,243,0005,01,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,8,1,4,1,,,03,,,06,,,09,,,03,,,06,,,09,01,,,,,06,,7,,,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,1,4,6,,3,,,,,,,03,,4,1,3
20,243,0006,01,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,8,2,4,3,,,03,04,05,,,,09,,,03,,,06,,,09,01,,,,,06,,7,,,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,05,,6,1,3
20,244,0002,03,,3,,,,,,,,,,,,,,,,2,3,5,,3,,,,2,3,7,,3,,,,1,5,5,2,3,6,8,2,4,1,3,5,7,1,3,5,8,2,4,5,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,2,4,6,7,2,4,1,01,02,,04,05,,,,09,,02,,,,06,,,09,,02,,,,06,,1,,111195,,,3,,2,4,5,7,2,3,5,7,1,4,,1,3,6,8,2,4,6,,2,4,6,7,2,4,6,8,2,3,6,,1,2,3,5,7,1,3,02,,402,3,1
20,244,0003,02,,3,,,,,,,,,,,,,,,,2,1,5,,3,,,,2,4,,,3,,,,3,,,2,3,6,8,2,4,2,4,5,8,2,4,6,8,2,4,5,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,1,,02,,04,05,,,,09,,02,,,05,,,,09,,,03,,,06,,1,,111096,,,3,,2,4,5,7,2,4,5,8,2,4,,1,4,5,7,1,3,6,,1,4,6,8,2,4,5,8,1,3,6,,1,1,3,5,7,1,3,09,,141,2,1
20,244,0004,03,,3,,,,,,,,,,,,,,,,2,1,5,,3,,,,2,4,,,3,,,,1,5,5,2,3,6,8,2,4,1,3,5,8,2,4,5,8,2,4,6,2,4,5,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,2,4,6,7,2,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111066,,,3,,2,4,5,7,2,3,6,8,2,4,,1,4,5,8,1,3,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,557,4,1
20,244,0005,03,,3,,,,,,,,,,,,,,,,1,1,1,,3,,,,1,4,6,,3,,,,1,5,5,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,5,8,2,4,2,4,6,8,2,3,2,4,6,8,,1,4,6,8,2,4,2,4,6,7,2,4,1,,02,,04,,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111195,,,3,,2,4,5,7,2,4,6,8,2,4,,1,4,6,8,1,3,6,,2,4,6,8,2,4,6,8,2,4,6,,1,2,3,5,7,1,3,02,,312,3,1
20,244,0006,03,,3,,,,,,,,,,,,,,,,1,1,5,,3,,,,2,4,,,3,,,,1,5,5,2,3,6,8,2,4,1,3,6,8,2,4,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,7,1,4,2,4,6,8,2,4,1,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111096,111066,,3,,2,4,6,7,2,4,6,8,2,4,,1,4,6,7,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,01,,150,2,1
20,244,0007,02,,3,,,,,,,,,,,,,,,,2,4,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,3,5,7,1,3,5,7,1,4,5,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,5,8,2,4,2,4,6,8,2,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,3,,2,4,5,7,2,4,6,7,2,4,,1,4,6,7,1,3,6,,2,4,6,8,2,4,6,8,2,3,6,,1,1,3,5,7,1,3,01,,138,2,1
20,244,0009,01,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,3,5,7,1,4,1,01,,,04,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111090,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,01,,3,1,3
20,244,0011,02,,3,,,,,,,,,,,,,,,,2,4,3,,3,,,,2,3,7,,1,1,,2,3,,,2,3,6,8,2,4,1,3,5,7,1,3,5,8,2,4,5,2,3,6,8,2,3,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,3,2,4,5,7,1,4,1,,02,,,05,,,,09,,02,,,05,,,,09,,02,,,,06,,1,,111090,,,5,111,2,4,5,7,2,3,5,7,1,4,,1,4,6,8,1,4,6,,2,3,6,7,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,02,,82,1,3
20,244,0012,03,,3,,,,,,,,,,,,,,,,1,2,3,,3,,,,2,3,7,,3,,,,1,5,5,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,8,2,4,2,,,03,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,2,,112022,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,45,1,3
20,244,0013,03,,3,,,,,,,,,,,,,,,,2,2,3,,3,,,,2,4,,,1,1,,2,1,5,5,2,4,6,8,2,4,1,3,6,7,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,1,01,,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111027,,,6,,2,4,6,8,1,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,88,1,3
20,244,0014,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111090,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,6,1,3
20,245,0002,03,,1,2,3,5,7,1,4,,3,3,3,3,,3,1,30,1,2,2,,3,,,,2,4,,,1,1,,1,1,4,4,1,3,6,8,2,4,1,4,5,7,1,3,5,8,1,4,5,2,3,6,7,2,4,2,4,6,8,2,3,2,4,6,8,,1,4,6,8,1,3,2,4,5,8,1,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,2,,112005,,,3,,2,4,5,8,2,4,5,8,1,4,,1,4,6,7,1,4,6,,2,4,5,8,2,4,6,8,1,4,6,,1,9,9,9,9,9,9,03,,524,4,3
20,245,0003,03,,1,2,4,5,8,2,4,,,3,,,,3,2,15,1,1,1,,3,,,,1,4,7,,1,1,,2,1,2,4,2,3,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,2,4,5,8,1,4,1,,02,,04,,,,,09,,,03,,,06,,,09,,,03,,,06,,2,,112022,112005,,5,889,2,4,6,7,2,3,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,02,,20,1,3
20,245,0004,02,,3,,,,,,,,,,,,,,,,2,2,1,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,2,01,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111100,111096,,5,998,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,05,,4,1,3
20,245,0005,03,,1,2,3,6,7,1,4,,1,,1,1,,5,,5,1,1,1,,3,,,,2,4,,,1,1,,2,1,2,4,2,3,6,7,2,4,1,3,5,7,1,3,5,7,1,4,6,2,3,5,7,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,2,3,5,8,1,4,1,01,,,04,,,,,09,,,03,,,06,,,09,,,03,,,06,,2,,112022,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,2,4,6,8,1,3,02,,141,2,3
20,245,0006,02,,3,,,,,,,,,,,,,,,,1,1,1,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,111066,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,01,,27,1,3
20,245,0007,01,,3,,,,,,,,,,,,,,,,1,2,1,,3,,,,2,3,7,,3,,,,3,,,2,3,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,8,1,4,1,,02,,04,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,111066,,6,,2,4,6,8,2,4,5,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,01,,3,1,3
20,246,0002,03,,1,2,3,5,7,2,4,,1,1,1,,,3,2,5,1,1,5,,3,,,,1,3,7,,3,,,,1,2,5,2,4,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,111066,111025,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,1,3,6,,2,4,6,8,2,4,6,8,2,4,6,,1,2,3,5,7,1,3,11,998,128,2,1
20,247,0002,02,,3,,,,,,,,,,,,,,,,1,1,3,,1,1,5,,1,3,5,,1,1,,2,3,,,2,4,6,8,2,3,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,1,4,6,8,,2,4,6,8,2,3,2,4,6,7,1,4,2,,,03,,,06,,,09,,,03,,,06,,,09,,,03,04,,,955,8,955,,,,1,,1,3,5,7,2,4,6,8,2,4,,1,4,6,8,2,4,6,,1,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,03,,20,1,3
20,247,0005,07,,1,1,3,6,7,2,4,1,1,,1,,,2,2,5,1,1,3,,1,1,5,,1,3,5,,1,1,,2,3,,,2,4,6,8,2,4,1,3,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,6,7,1,4,1,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,7,1,4,6,,1,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,12,,16,1,3
20,247,0006,02,,1,1,3,6,7,2,4,1,1,,1,,,2,2,5,2,1,5,,3,,,,1,3,4,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,2,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,05,,15,1,3
20,248,0002,05,,1,2,4,6,8,1,4,,,,,3,,5,,60,1,4,1,,3,,,,2,4,,,1,1,,2,1,5,5,2,4,6,8,2,4,1,3,5,8,1,3,5,8,2,3,6,2,3,5,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,5,8,2,4,2,4,6,7,1,4,3,,02,,,05,,,,09,,,03,04,05,,07,08,,01,,,04,05,,311,6,,,,,3,,2,4,6,7,2,4,6,7,1,4,,1,4,5,8,1,3,5,152,1,4,6,8,2,4,6,8,2,3,6,,1,1,3,5,7,1,3,04,,899,4,1
20,248,0003,03,,1,2,3,6,7,2,4,,1,,1,,,4,,30,1,1,1,,3,,,,2,4,,,1,1,,1,1,3,3,2,4,6,8,2,4,1,3,5,7,1,3,5,7,1,3,5,2,3,5,8,2,3,1,4,6,8,1,4,2,4,6,8,,1,3,5,8,1,3,2,3,6,7,1,4,3,,02,,,05,,,,09,,,03,,,06,,08,,,,03,04,,,461,1,,111096,111006,111081,3,,2,3,6,7,1,4,6,8,2,4,,1,4,5,7,1,4,6,,1,4,5,8,1,3,6,8,2,3,6,,1,1,3,5,7,1,3,02,,1668,5,1
20,248,0005,05,,3,,,,,,,,,,,,,,,,1,2,1,,3,,,,2,4,,,1,1,,2,1,5,5,2,4,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,3,5,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,7,2,4,2,3,6,7,2,4,3,01,02,,04,05,,,,09,,,03,04,05,,07,08,,,,03,04,05,,311,1,,111096,111025,111066,5,111,2,4,6,8,2,4,6,8,1,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,09,,262,3,1
20,248,0006,03,,3,,,,,,,,,,,,,,,,1,4,1,,3,,,,2,4,,,1,1,,4,1,4,5,2,4,6,8,2,4,1,3,5,8,1,3,5,8,1,3,6,2,3,5,8,2,4,2,4,6,8,2,3,2,4,6,8,,1,4,6,8,2,4,2,4,6,7,1,4,3,,02,,,05,,,,09,,,03,,,06,,08,,,,03,,,06,,1,,111096,111006,,3,,2,4,6,8,1,4,6,8,1,4,,1,4,5,8,1,3,6,,1,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,01,,796,4,1
20,248,0007,03,,1,2,4,6,8,1,4,,,,,3,,5,,40,1,1,1,,3,,,,2,4,,,1,1,,1,1,4,5,2,4,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,2,4,6,7,1,4,3,01,02,,04,05,,,,09,,,03,04,05,,,,09,,,03,,,06,,1,,111096,,,5,111,2,4,6,7,2,4,5,8,1,4,,1,4,6,8,1,4,6,,1,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,654,4,1
20,248,0008,03,,1,2,3,5,7,2,4,,1,1,1,,,3,4,10,2,1,1,,3,,,,2,4,,,1,1,,3,1,5,5,2,4,6,8,2,4,2,3,5,8,2,3,5,7,1,3,6,2,3,5,8,2,4,2,4,6,8,2,3,2,4,6,8,,1,4,5,8,2,4,2,3,6,7,1,4,3,01,02,,04,05,,,,09,,,03,,,06,07,08,,01,02,,,,06,,6,,,,,3,,2,4,6,7,2,4,5,8,1,4,,1,4,5,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,06,,919,4,1
20,248,0009,03,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,1,1,,4,1,4,5,2,3,6,8,2,4,1,3,5,7,1,3,5,8,1,3,6,2,3,5,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,1,4,2,3,6,7,1,4,1,,,03,04,05,,,,09,,,03,,,06,07,08,,01,02,,,,06,,6,,,,,3,,2,4,6,7,1,4,5,7,1,4,,1,4,5,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,585,4,1
20,248,0010,05,,1,2,4,6,8,1,4,,,,,1,,5,,5,4,,,,3,,,,2,4,,,1,1,,2,1,4,5,2,4,6,8,2,4,1,3,5,7,1,3,5,8,2,3,5,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,5,8,2,4,2,4,6,8,2,4,3,01,02,,04,05,,,,09,,,03,04,,,07,08,,01,02,,,,06,,6,,,,,5,111,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,01,,117,2,1
