ENT,MUN,LOC,TIPOLOC,OTROTIPO_C,DIS_TRANS,AUTO,MICRO,CAMION,TAXI,BICI,BARCO,AUTOCAB,MICROCAB,CAMIONCAB,TAXICAB,BICICAB,BARCOCAB,TRANSPRIN,FRECUENCIA,TIEMPO,ABASTECIM,AGUACOB,AGUAFUEN,AGUAOFUEN_C,DRENAJE,DRENAJECOB,DDRENAJE,ODDRENAJE_C,LIMCALLE,RECBASURA,DESBASURA,ODESBASURA_C,ALUMBRADO,ENFUENTE,ENOFUENTE_C,ALUMBCOB,MANZANA,RECUBCOB,BANQUETAS,PLAZA,CANCHA,PARQUE,BIBLIOTECA,CULTURA,SALON,FRIJOL,MAIZ,TORTILLA,PAN,ARROZ,LECHE,HUEVO,CARNE,POLLO,PESCADO,FRUTA,TIANGUIS,ABARROTE,DICONSA,LICONSA,FARMACIA,PAPELERIA,FERRETERIA,ROPA,LOZA,MUEBLE,MATERIAL,GAS,GOB_EDO,GOB_MUN,ORG_NG,OTRO_CC,OTRO_CD_C,CLINICA,MEDICO,PARTERA,BRIGADA,PROMOTOR,CURANDERO,TELEFONO,INTERNET,SENALCEL,TELEVISIONA,TELEVISIONP,DINERO,LTRABAJO,ACTAGR_V,ACTAGR_CF,ACTAGR_NO,ACTPEC_V,ACTPEC_CF,ACTPEC_NO,ACTMIN_V,ACTMIN_CF,ACTMIN_NO,ACTFOR_V,ACTFOR_CF,ACTFOR_NO,ACTREC_V,ACTREC_CF,ACTREC_NO,ACTPES_V,ACTPES_CF,ACTPES_NO,ACTART_V,ACTART_CF,ACTART_NO,OTRAACT_V,OTRAACT_CF,OTRAACT_NO,OTRAACT_C,ACT_PRIN,OACT_PRIN_C,PRODUCTO_C1,PRODUCTO_C2,PRODUCTO_C3,AUTMUN,OTRAMUN_C,CEJIDAL,INDIGENA,TRADICIONAL,POLICIA,CONFLICTO1,CONFLICTO2,CONFLICTO3,CONFLICTO4,CONFLICTO5,OCONF,OCONF_D_C,SEQUIA,HELADA,INUNDACION,INCENDIO,TEMBLOR,CICLON,OTRO_DANO,OTRO_DANO_DES_C,AIRE,MOTOR,BASURERO,RUIDO,AGUA,A_NEGRA,RIOS,PESTICIDAS,TERRENOS,PLAGAS,OCONT,OCONT_D_C,HABLALI,USOESC,USOIGL,USOFEST,USOCOMP,USOFAM,USOHOG,PROBLEMA,PROBLEMA_O_C,POBTOT,TAMLOC,LOC_LENGUA40PC
20,041,0017,03,,1,2,4,5,8,2,4,,,1,,,,3,2,30,4,,,,3,,,,2,4,,,1,1,,4,1,5,5,2,3,6,8,2,4,1,3,5,7,1,3,5,8,1,4,6,2,3,5,7,2,4,2,4,6,8,2,3,2,4,6,8,,1,4,6,8,1,4,1,3,6,8,1,4,2,,02,,04,05,,,,09,,02,,,05,,,,09,01,,,,,06,,1,,111024,,,3,,1,4,5,8,2,4,6,7,1,4,,1,4,5,8,1,4,6,,2,4,6,8,2,4,6,8,1,3,6,,1,1,3,5,7,1,3,03,,1304,5,1
20,041,0018,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,3,6,8,1,4,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,1,4,6,8,2,4,1,,02,,,05,,,,09,,02,,,05,,,,09,01,,,,,06,,1,,111096,,,2,,2,4,6,8,2,4,6,7,2,4,,2,4,6,8,1,3,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,01,,80,1,1
20,041,0019,02,,1,2,4,5,7,2,4,,,1,1,,,3,4,20,2,2,5,,3,,,,2,4,,,1,1,,4,3,,,2,3,6,8,2,4,1,3,6,7,1,3,5,8,1,4,5,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,1,3,2,4,5,7,1,4,1,,02,,,05,,07,,,,,03,,,06,,,09,01,,,,,06,,1,,111096,,,6,,2,4,5,8,2,4,5,8,1,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,5,8,1,4,6,,1,1,3,5,7,1,3,02,,211,2,1
20,041,0021,02,,3,,,,,,,,,,,,,,,,1,4,5,,3,,,,2,4,,,1,1,,4,3,,,2,3,6,8,2,4,1,3,6,8,1,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,1,4,6,8,,1,4,5,8,2,4,2,4,6,8,1,4,1,,02,,,05,,,,09,,02,,,,06,,,09,01,,,,,06,,1,,111096,111066,,6,,2,4,6,8,2,4,5,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,05,,132,2,1
20,041,0022,03,,3,,,,,,,,,,,,,,,,2,4,5,,3,,,,2,4,,,1,1,,4,1,5,5,2,4,6,8,2,4,1,3,5,8,1,3,5,8,2,4,6,2,3,5,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,5,8,2,4,2,4,6,8,2,4,2,01,02,,,05,,,,09,,02,,,05,,,,09,01,,,,,06,,1,,111024,111096,,5,089,2,4,6,8,1,4,5,8,2,3,082,1,3,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,11,193,188,2,1
20,041,0023,02,,1,2,3,5,7,2,4,,3,1,1,,,3,2,30,2,4,1,,3,,,,2,4,,,1,1,,4,3,,,2,4,6,8,2,4,1,3,5,8,1,3,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,1,4,2,4,5,8,1,4,2,,02,,04,05,,,,09,01,02,,04,05,,07,08,,01,,,,,06,,1,,111096,111066,,5,111,2,4,6,8,2,4,6,7,2,4,,2,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,04,,126,2,1
20,041,0024,03,,1,2,4,5,8,2,4,,,1,,,,3,2,40,4,,,,3,,,,2,4,,,1,1,,3,1,5,5,2,4,6,8,2,4,1,3,5,8,1,3,5,8,1,4,6,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,5,8,2,4,2,4,5,8,1,4,1,,02,,,05,,,,09,,02,,,05,,,,09,,,03,,,06,,1,,111024,,,5,089,2,4,6,8,2,4,6,8,1,4,,1,4,5,8,1,4,6,,2,4,6,8,2,4,5,8,1,3,6,,1,1,3,5,7,1,3,01,,398,3,1
20,041,0026,02,,1,2,4,5,8,2,4,,,1,,,,3,2,45,4,,,,3,,,,2,4,,,3,,,,3,,,2,3,6,8,2,4,1,3,6,8,1,4,5,8,2,4,5,2,4,6,8,2,3,2,4,6,8,2,4,2,4,6,8,,1,4,6,7,1,4,1,3,6,7,2,4,1,,02,,,,06,,,09,,02,,,,06,,,09,01,,,,,06,,7,,,,,5,998,2,4,6,8,2,3,6,7,1,4,,1,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,4,5,7,1,3,09,,63,1,1
20,041,0027,02,,1,2,4,5,8,2,4,,,1,,,,3,1,45,4,,,,3,,,,2,3,7,,3,,,,3,,,2,3,6,8,2,4,1,3,5,8,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,3,2,4,6,8,2,4,1,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111096,111066,,1,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,61,1,1
20,041,0028,02,,1,2,4,6,7,2,4,,,,1,,,4,,30,4,,,,3,,,,2,4,,,1,1,,4,3,,,2,3,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,2,4,6,8,1,4,2,,02,,,05,,,,09,,,03,,05,,,,09,,,03,,,06,,1,,111096,,,5,089,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,05,,239,2,1
20,041,0029,02,,3,,,,,,,,,,,,,,,,2,1,5,,3,,,,2,4,,,3,,,,3,,,2,3,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,1,4,2,4,5,8,2,4,2,,,03,,,06,,,09,,02,,,,06,,,09,,,03,,,06,,4,,999999,,,5,089,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,01,,182,2,1
20,041,0031,02,,1,2,4,5,8,2,4,,,1,,,,3,2,30,2,1,1,,3,,,,2,4,,,1,1,,2,3,,,2,4,6,8,2,4,1,3,6,8,1,4,6,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,1,4,2,4,5,8,1,4,1,,02,,,05,,,,09,01,,,,,06,,,09,,02,,,,06,,4,,999999,,,6,,2,4,5,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,3,6,8,2,4,6,8,1,4,6,,1,1,3,5,7,1,3,10,,39,1,1
20,041,0032,02,,3,,,,,,,,,,,,,,,,2,3,1,,3,,,,2,4,,,1,1,,4,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,2,,02,,,05,,,,09,,,03,,05,,,,09,,,03,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,3,6,,1,1,3,5,7,1,3,01,,58,1,1
20,041,0035,02,,3,,,,,,,,,,,,,,,,1,2,5,,3,,,,2,4,,,1,1,,1,3,,,2,4,6,8,2,4,1,3,6,8,1,4,5,8,2,4,6,2,4,6,8,2,3,2,4,6,8,2,4,1,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,1,,02,,,05,,,,09,,02,,,,06,,,09,,02,,,,06,,1,,111024,,,5,089,2,4,5,8,2,4,6,8,1,4,,1,4,5,7,1,4,6,,2,4,6,8,2,4,6,8,1,3,6,,1,1,3,5,7,1,3,03,,175,2,1
20,041,0036,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,3,,02,,,05,,,,09,,,03,,05,,,,09,,,03,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,2,4,5,8,1,3,01,,12,1,1
20,041,0038,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,1,1,,4,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,4,5,7,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,8,2,4,2,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,5,089,2,4,6,8,2,4,6,8,2,4,,1,4,5,8,2,4,6,,2,4,6,8,2,4,6,8,2,3,6,,1,1,3,5,7,1,3,03,,104,2,1
20,041,0040,02,,1,2,4,5,7,2,4,,,1,1,,,3,3,20,2,1,3,,3,,,,2,4,,,1,1,,4,3,,,2,4,6,8,2,4,1,3,6,8,1,4,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,1,4,2,4,5,8,1,4,2,,02,,,05,,,,09,,,03,,05,,,,09,,02,,,,06,,7,,,,,6,,2,4,5,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,5,8,1,4,6,,1,1,3,5,7,1,3,11,182,186,2,1
20,041,0041,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,3,7,,1,1,,4,3,,,2,3,6,8,2,4,1,3,6,8,1,4,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,5,7,1,3,1,4,6,8,1,4,1,,02,,,05,,,,09,,,03,,05,,,,09,,,03,,,06,,1,,111096,111066,111038,1,,2,4,6,8,2,4,6,8,2,4,,1,4,6,7,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,168,2,1
20,041,0042,03,,1,2,4,5,8,2,4,,,1,,,,3,1,120,2,3,3,,3,,,,2,4,,,3,,,,1,5,5,2,3,6,8,2,4,1,3,5,8,1,3,5,8,1,4,5,2,3,5,8,2,4,2,4,6,8,1,3,2,4,6,8,,1,4,5,8,1,4,1,3,6,7,1,4,1,,02,,,05,,,,09,,02,,,,06,,,09,01,,,,,06,,1,,111096,111066,,5,094,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,203,2,1
20,041,0044,02,,1,2,4,5,8,2,4,,,1,,,,3,2,60,4,,,,3,,,,2,3,7,,3,,,,3,,,2,4,6,8,2,4,1,3,5,8,1,4,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,1,4,6,8,2,4,1,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111096,111066,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,41,1,1
20,041,0045,02,,3,,,,,,,,,,,,,,,,1,2,1,,3,,,,2,4,,,3,,,,3,,,2,3,6,8,2,4,1,3,6,8,1,4,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,1,4,6,8,,1,4,5,7,1,4,2,3,6,8,2,4,1,,02,,,,06,,,09,,02,,,05,,,,09,01,02,,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,3,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,178,2,1
20,041,0048,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,3,6,8,1,4,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,1,3,6,8,1,4,1,,02,,,,06,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,95,1,1
20,041,0049,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,3,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,1,,02,,,,06,,,09,,02,,,05,,,,09,01,,,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,01,,46,1,1
20,041,0050,02,,1,2,4,5,8,2,4,,,1,,,,3,2,38,2,1,1,,3,,,,2,4,,,1,1,,3,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,1,4,2,4,5,8,2,4,1,,02,,,05,,,,09,01,,,,,06,,,09,01,,,,,06,,7,,,,,6,,2,4,5,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,3,6,8,2,4,6,8,1,4,6,,1,1,3,5,7,1,3,10,,41,1,1
20,041,0051,02,,3,,,,,,,,,,,,,,,,1,1,5,,3,,,,2,4,,,3,,,,3,,,2,3,6,8,2,4,1,3,5,8,1,3,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,1,3,2,4,6,8,2,4,2,,02,,,,06,,,09,,,03,,05,,,,09,,,03,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,322,3,1
20,041,0053,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,3,7,,3,,,,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,2,3,6,8,1,4,1,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111096,111066,,5,998,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,01,,88,1,1
20,041,0054,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,1,4,2,4,5,7,2,4,1,,02,,,05,,,,09,,,03,,,06,,,09,01,,,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,11,172,87,1,1
20,041,0055,02,,1,2,3,5,8,2,4,,1,1,,,,2,2,10,2,3,5,,3,,,,2,4,,,1,1,,2,3,,,2,3,6,8,2,4,1,3,5,7,1,4,5,8,1,4,5,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,1,4,5,8,1,4,2,,02,,,05,,,,09,,02,,,05,,,,09,01,,,,,06,,2,,112022,,,5,013,2,4,6,8,1,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,118,2,1
20,041,0056,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,1,,02,,04,05,,,,09,01,02,,,05,,,,09,01,,,,,06,,1,,111096,111066,,5,089,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,131,2,1
20,041,0057,03,,3,,,,,,,,,,,,,,,,2,2,1,,3,,,,2,3,5,,3,,,,1,4,5,2,3,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,3,5,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,1,3,2,4,5,8,1,4,2,,02,,04,,,07,,,01,,,,05,,,08,,,,03,,,06,,1,,111066,111096,,5,089,2,4,6,8,2,4,6,8,1,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,11,191,282,3,1
20,041,0058,03,,1,2,4,5,8,2,4,,,1,,,,3,1,120,2,2,5,,3,,,,2,4,,,3,,,,1,5,5,2,3,6,8,2,4,1,3,5,8,1,3,5,8,2,4,5,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,3,6,7,1,4,1,,02,,,,06,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111096,111066,,5,089,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,3,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,279,3,1
20,041,0059,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,3,6,8,2,4,1,3,6,8,1,4,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,7,1,3,2,4,6,8,2,4,1,,02,,,,06,,,09,,02,,,,06,,,09,01,,,,,06,,1,,111096,,,6,,2,4,6,8,2,3,6,8,2,4,,1,4,6,8,2,3,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,01,,99,1,1
20,041,0060,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,3,6,8,2,3,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,5,8,1,3,1,3,6,8,2,4,1,,02,,,,06,,,09,,02,,,,06,,,09,01,,,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,1,3,6,7,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,246,2,1
20,041,0061,02,,1,2,3,6,8,2,4,,1,,,,,2,5,35,1,1,5,,3,,,,2,4,,,1,1,,2,3,,,2,3,6,8,2,3,1,3,5,7,1,3,5,8,1,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,1,4,2,4,6,7,1,4,1,,02,,04,,,,,09,,02,,,,06,,,09,01,,,,,06,,1,,111096,111066,,5,089,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,120,2,1
20,041,0065,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,3,7,,3,,,,3,,,2,4,6,8,2,4,1,3,5,8,1,4,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,2,4,6,8,2,4,1,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111096,111066,,1,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,59,1,1
20,041,0066,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,3,7,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,1,4,6,8,2,4,1,4,6,8,2,4,1,,02,,,05,,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111096,111066,111038,1,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,75,1,1
20,041,0067,02,,1,2,3,5,8,2,4,,1,1,,,,3,2,75,4,,,,3,,,,2,3,7,,3,,,,3,,,2,4,6,8,2,4,1,4,6,8,1,4,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,1,,02,,,05,,,,09,,,03,,,06,,,09,01,,,,,06,,1,,111096,111066,111038,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,09,,40,1,1
20,041,0068,02,,3,,,,,,,,,,,,,,,,2,4,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,1,,02,,,05,,,,09,,02,,,,06,,,09,,02,,,,06,,1,,111096,111066,111043,2,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,67,1,1
20,041,0069,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,1,,02,,04,,,,,09,,02,,,,06,,,09,01,,,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,7,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,01,,9,1,1
20,041,0070,02,,1,2,3,6,8,2,4,,1,,,,,2,5,45,1,1,5,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,4,6,8,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,3,2,4,6,8,1,4,1,01,02,,04,05,,,,09,,02,,04,,,,,09,01,,,,,06,,7,,,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,02,,102,2,1
20,041,0071,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,1,,02,,04,,,,,09,,02,,,,06,,,09,01,,,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,01,,5,1,1
20,041,0072,02,,3,,,,,,,,,,,,,,,,2,4,1,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,5,8,2,3,2,4,5,8,1,4,2,,,03,,05,,,,09,,02,,,05,,,,09,01,,,,,06,,7,,,,,6,,2,4,6,8,2,4,5,8,2,4,,2,4,5,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,11,124,150,2,1
20,041,0073,02,,3,,,,,,,,,,,,,,,,2,2,5,,3,,,,2,4,,,1,1,,4,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,7,2,4,2,,02,,04,,,,,09,,,03,,05,,,,09,,,03,,,06,,1,,111066,111096,,5,089,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,69,1,1
20,041,0074,03,,3,,,,,,,,,,,,,,,,2,1,3,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,8,2,4,1,,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,6,,2,4,5,8,2,4,5,8,2,4,,2,3,5,8,1,3,6,,2,4,6,8,2,3,6,8,2,4,6,,1,1,3,5,7,1,3,03,,118,2,1
20,041,0075,02,,3,,,,,,,,,,,,,,,,2,1,1,,3,,,,2,4,,,1,1,,4,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,4,5,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,5,8,2,4,2,3,5,8,1,4,3,,02,,,05,,,,09,,02,,,05,,,,09,01,,,,,06,,1,,111024,,,5,089,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,1,3,5,7,1,3,03,,206,2,1
